1836	  8.9
1837	  8.9
1838	  8.1
1839	  8.7
1840	  8.5
1841	  8.8
1842	  9.3
1843	  9.1
1844	  8.6
1845	  8.3
1846	 10.2
1847	  9.3
1848	  9.4
1849	  9.3
1850	  9.1
1851	  9.2
1852	  9.8
1853	  8.4
1854	  9.3
1855	  8.1
1856	  9.1
1857	 10.1
1858	  9.2
1859	  9.6
1860	  7.9
1861	  9.2
1862	  9.2
1863	  9.7
1864	  8.9
1865	  9.7
1866	  9.7
1867	  9.0
1868	 10.4
1869	  9.6
1870	  9.0
1871	  9.1
1872	  9.8
1873	  9.0
1874	  9.3
1875	  9.5
1876	  9.5
1877	  9.2
1878	  9.3
1879	  7.4
1880	  9.1
1881	  8.6
1882	  9.5
1883	  9.0
1884	  9.8
1885	  8.6
1886	  8.7
1887	  8.3
1888	  8.2
1889	  9.0
1890	  8.8
1891	  8.5
1892	  8.2
1893	 10.0
1894	  9.3
1895	  8.7
1896	  9.3
1897	  9.4
1898	 10.1
1899	  9.7
1900	  9.6
1901	  9.2
1902	  8.9
1903	  9.3
1904	  9.0
1905	  9.2
1906	  9.5
1907	  8.9
1908	  9.3
1909	  8.6
1910	  9.2
1911	 10.1
1912	  9.4
1913	  9.8
1914	  9.9
1915	  9.0
1916	  9.2
1917	  8.5
1918	  9.5
1919	  8.5
1920	  9.6
1921	 10.5
1922	  8.7
1923	  9.1
1924	  9.3
1925	  9.2
1926	  9.7
1927	  9.2
1928	  9.6
1929	  9.1
1930	  9.5
1931	  9.0
1932	  9.4
1933	  9.9
1934	 10.0
1935	  9.7
1936	  9.4
1937	  9.6
1938	 10.2
1939	  9.7
1940	  9.1
1941	  9.1
1942	  9.1
1943	 10.1
1944	  9.6
1945	 10.3
1946	  9.5
1947	  9.6
1948	 10.0
1949	 10.6
1950	  9.4
1951	  9.3
1952	  9.1
1953	  9.9
1954	  9.3
1955	  9.3
1956	  8.9
1957	 10.1
1958	  9.4
1959	 10.5
1960	  9.7
1961	 10.0
1962	  8.6
1963	  8.5
1964	  9.5
1965	  9.0
1966	  9.5
1967	  9.6
1968	  9.3
1969	  9.3
1970	  9.6
1971	  9.7
1972	  9.2
1973	  9.6
1974	  9.6
1975	 10.0
1976	 10.0
1977	  9.4
1978	  9.4
1979	  8.7
1980	  9.4
1981	  9.2
1982	  9.8
1983	 10.1
1984	  9.7
1985	  8.9
1986	  8.7
1987	  9.0
1988	  9.7
1989	 10.4
1990	 10.6
1991	  9.5
1992	  9.8
1993	  9.5
1994	 10.2
1995	 10.5
1996	  9.2
1997	 10.5
1998	 10.3
1999	 10.6
2000	 10.2
2001	  9.9
2002	 10.6
2003	 10.5
2004	 10.5
2005	 10.5
2006	 10.9
2007	 10.5
2008	 10.0
2009	 10.2
2010	  8.9
2011	 10.7
2012	  9.8
2013	  9.6
2014	 11.0
2015	 10.3
2016	 10.4
2017	 10.6
2018	 10.7
2019	 10.4
2020	 10.8
2021	 10.3
2022	 11.1
2023	 11.1
